Numero_expedient,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Codi_carrer,Nom_carrer,Num_postal ,Descripcio_dia_setmana,NK_Any,Mes_any,Nom_mes,Dia_mes,Hora_dia,Descripcio_torn,Descripcio_causa_vianant,Numero_morts,Numero_lesionats_lleus,Numero_lesionats_greus,Numero_victimes,Numero_vehicles_implicats,Coordenada_UTM_Y_ED50,Coordenada_UTM_X_ED50,Longitud_WGS84,Latitud_WGS84
2025S000143,6,Gràcia,30,la Salut,189905,Maignon,25,Divendres,2025,1,Gener,10,7,Matí,,,,,,2,429206.350,4584744.791,2.15185269,41.40928700
2025S000144,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,,Divendres,2025,1,Gener,10,11,Matí,,,2,,2,3,430786.778,4582752.657,2.17098797,41.39148220
2025S000145,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal,621,Divendres,2025,1,Gener,10,11,Matí,,,1,,1,2,427067.422,4582366.306,2.12655060,41.38767365
2025S000146,9,Sant Andreu,63,Navas,121402,Felip II,105,Divendres,2025,1,Gener,10,9,Matí,Desobeir el senyal del semàfor,,1,,1,1,432057.361,4586023.890,2.18581699,41.42105364
2025S000147,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,267000,Riera de Cassoles,35,Divendres,2025,1,Gener,10,14,Tarda,,,1,,1,2,429062.848,4584178.653,2.15020232,41.40417535
2025S000148,9,Sant Andreu,62,el Congrés i els Indians,121402,Felip II,232,Divendres,2025,1,Gener,10,12,Matí,,,,,,2,431395.755,4586758.384,2.17781706,41.42761272
2025S000149,2,Eixample,6,la Sagrada Família,350308,València,482-486,Dijous,2025,1,Gener,9,21,Tarda,,,1,,1,2,431430.214,4584133.981,2.17852708,41.40397853
2025S000150,10,Sant Martí,73,la Verneda i la Pau,169409,Corts Catalanes,1127,Divendres,2025,1,Gener,10,18,Tarda,,,1,,1,3,433702.303,4585673.900,2.20553829,41.41803887
2025S000151,1,Ciutat Vella,3,la Barceloneta,197903,Marítim de la Barceloneta,,Divendres,2025,1,Gener,10,16,Tarda,,,1,,1,1,432850.000,4581986.521,2.19574961,41.38475682
2025S000152,2,Eixample,7,la Dreta de l'Eixample,148307,Gràcia,,Divendres,2025,1,Gener,10,14,Tarda,,,2,,2,2,430005.450,4583130.220,2.16159947,41.39481514
2025S000153,2,Eixample,10,Sant Antoni,054509,Calàbria,95,Divendres,2025,1,Gener,10,18,Tarda,,,1,,1,1,429484.169,4581395.610,2.15556656,41.37914652
2025S000154,2,Eixample,6,la Sagrada Família,161407,Indústria,153,Divendres,2025,1,Gener,10,16,Tarda,,,1,,1,2,431053.537,4584733.425,2.17395275,41.40934528
2025S000155,4,Les Corts,19,les Corts,343903,Corts,221-223,Divendres,2025,1,Gener,10,20,Tarda,Creuar per fora pas de vianants,,1,,1,1,427382.638,4581962.113,2.13036885,41.38406178
2025S000156,9,Sant Andreu,61,la Sagrera,083303,Coll,55,Dissabte,2025,1,Gener,11,3,Nit,,,3,,3,1,432249.482,4586404.894,2.18807315,41.42450145
2025S000157,4,Les Corts,21,Pedralbes,328003,Sor Eulàlia d'Anzizu,5-9,Dissabte,2025,1,Gener,11,3,Nit,,,2,,2,2,425551.274,4582296.399,2.10842708,41.38690506
2025S000158,7,Horta-Guinardó,37,el Carmel,067103,Carmel,34-36,Divendres,2025,1,Gener,10,11,Matí,,,1,,1,1,429697.856,4586552.756,2.15752255,41.42561383
2025S000159,1,Ciutat Vella,1,el Raval,034308,Rambla,9,Divendres,2025,1,Gener,10,13,Matí,,,1,,1,2,431179.015,4581196.729,2.17585604,41.37750208
2025S000160,8,Nou Barris,44,Vilapicina i la Torre Llobeta,045701,Quinze,13,Dijous,2025,1,Gener,9,12,Matí,,,1,,1,2,431190.468,4586724.979,2.17536422,41.42729428
2025S000161,8,Nou Barris,53,la Trinitat Nova,701502,B-20 (Besòs),K155,Divendres,2025,1,Gener,10,19,Tarda,,,1,,1,2,432218.556,4588908.540,2.18742210,41.44704833
2025S000162,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,028000,Augusta,170-174,Divendres,2025,1,Gener,10,20,Tarda,,,,,,2,428437.445,4583592.262,2.14279032,41.39883849
2025S000163,2,Eixample,8,l'Antiga Esquerra de l'Eixample,320704,Sarrià,20,Divendres,2025,1,Gener,10,18,Tarda,,,1,,1,2,428532.586,4582672.592,2.14403695,41.39056383
2025S000164,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,755,Divendres,2025,1,Gener,10,17,Tarda,,,1,,1,2,431854.967,4583831.251,2.18364231,41.40128806
2025S000165,8,Nou Barris,48,la Guineueta,351901,Valldaura,,Divendres,2025,1,Gener,10,19,Tarda,,,1,,1,2,430596.991,4588038.519,2.16811131,41.43907376
2025S000166,2,Eixample,7,la Dreta de l'Eixample,289105,Rosselló,283,Divendres,2025,1,Gener,10,17,Tarda,,,1,,1,2,430147.537,4583473.900,2.16325927,41.39792291
2025S000167,4,Les Corts,21,Pedralbes,134357,Rosa Leveroni,7,Dissabte,2025,1,Gener,4,17,Tarda,,,,,,1,427126.982,4582697.140,2.12722308,41.39065874
2025S000168,7,Horta-Guinardó,33,el Baix Guinardó,152905,Guinardó,49-51,Divendres,2025,1,Gener,10,8,Matí,,,1,,1,2,430430.934,4585118.987,2.16645990,41.41276424
2025S000169,10,Sant Martí,72,Sant Martí de Provençals,030409,Bac de Roda,,Dissabte,2025,1,Gener,11,15,Tarda,,,1,,1,2,432866.800,4585219.168,2.19559187,41.41387381
2025S000170,9,Sant Andreu,60,Sant Andreu,209900,Meridiana,392-404,Dissabte,2025,1,Gener,11,14,Tarda,,,1,,1,2,431880.279,4587160.483,2.18356996,41.43127555
2025S000171,2,Eixample,7,la Dreta de l'Eixample,032700,Balmes,,Dissabte,2025,1,Gener,11,16,Tarda,,,1,,1,2,429649.258,4582966.260,2.15735820,41.39330730
2025S000172,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,344101,Gràcia,,Dissabte,2025,1,Gener,11,19,Tarda,,,2,,2,2,429099.819,4583362.448,2.15074023,41.39682735
2025S000173,2,Eixample,9,la Nova Esquerra de l'Eixample,361406,Viladomat,158,Dissabte,2025,1,Gener,11,15,Tarda,Creuar per fora pas de vianants,,1,,1,1,429306.225,4581801.257,2.15339138,41.38278442
2025S000174,4,Les Corts,21,Pedralbes,021703,Ardena,27,Diumenge,2025,1,Gener,12,4,Nit,,,,,,3,425382.237,4582628.566,2.10636460,41.38988107
2025S000175,10,Sant Martí,72,Sant Martí de Provençals,169409,Corts Catalanes,989-991,Diumenge,2025,1,Gener,12,6,Matí,,,,,,1,433080.792,4585086.167,2.19816687,41.41269378
2025S000176,2,Eixample,5,el Fort Pienc,018505,Aragó,424,Dissabte,2025,1,Gener,11,11,Matí,,,2,,2,3,431156.795,4583673.686,2.17530867,41.39980941
2025S000177,10,Sant Martí,71,Provençals del Poblenou,115603,Espronceda,,Diumenge,2025,1,Gener,12,9,Matí,,,1,,1,2,432986.826,4584903.522,2.19706288,41.41104091
2025S000178,2,Eixample,5,el Fort Pienc,305100,Sant Joan,,Dissabte,2025,1,Gener,11,18,Tarda,,,1,,1,2,431530.797,4582759.732,2.17988580,41.39160965
2025S000179,6,Gràcia,30,la Salut,083609,Coll del Portell,,Dissabte,2025,1,Gener,11,21,Tarda,,,,,,1,429097.941,4585032.451,2.15052203,41.41186828
2025S000180,9,Sant Andreu,60,Sant Andreu,350705,Valentí Iglésias,,Dissabte,2025,1,Gener,11,21,Tarda,,,,,,2,432294.367,4588203.523,2.18840865,41.44070489
2025S000181,6,Gràcia,31,la Vila de Gràcia,282401,Riera de Sant Miquel,79,Dissabte,2025,1,Gener,11,13,Matí,,,,,,1,429371.373,4583565.962,2.15396457,41.39868424
2025S000182,7,Horta-Guinardó,33,el Baix Guinardó,178308,Lepant,385-387,Dissabte,2025,1,Gener,11,18,Tarda,,,1,,1,2,430669.373,4584792.601,2.16935002,41.40984520
2025S000183,4,Les Corts,21,Pedralbes,062507,Capità Arenas,,Dissabte,2025,1,Gener,11,17,Tarda,,,1,,1,2,427092.141,4582471.601,2.12683354,41.38862424
2025S000184,2,Eixample,6,la Sagrada Família,350308,València,,Dissabte,2025,1,Gener,11,16,Tarda,,,1,,1,2,431074.797,4583801.691,2.17431325,41.40095528
2025S000185,1,Ciutat Vella,3,la Barceloneta,224904,Joan Borbó Comte Barcelona,55,Dissabte,2025,1,Gener,11,14,Tarda,,,1,,1,2,432264.999,4581122.768,2.18885017,41.37692813
2025S000186,2,Eixample,8,l'Antiga Esquerra de l'Eixample,162002,Josep Tarradellas,138,Dissabte,2025,1,Gener,11,13,Matí,,,1,,1,2,428572.503,4582829.093,2.14449588,41.39197693
2025S000187,2,Eixample,8,l'Antiga Esquerra de l'Eixample,363809,Villarroel,229,Divendres,2025,1,Gener,10,23,Nit,,,1,,1,1,428946.679,4582710.656,2.14898502,41.39094337
2025S000188,7,Horta-Guinardó,35,el Guinardó,019701,Arc de Sant Martí,114-116,Diumenge,2025,1,Gener,12,1,Nit,,,1,,1,2,430892.399,4586242.736,2.17185245,41.42292529
2025S000189,7,Horta-Guinardó,35,el Guinardó,310008,Sant Quintí,88,Dissabte,2025,1,Gener,11,3,Nit,,,,,,2,431261.558,4585348.669,2.17637147,41.41490442
2025S000190,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,344101,Gràcia,,Diumenge,2025,1,Gener,12,20,Tarda,,,1,,1,2,429197.144,4583444.585,2.15189473,41.39757571
2025S000191,2,Eixample,8,l'Antiga Esquerra de l'Eixample,350308,València,,Dissabte,2025,1,Gener,11,15,Tarda,,,,1,1,2,429832.971,4582584.720,2.15959972,41.38988696
2025S000192,7,Horta-Guinardó,43,Horta,329505,Tajo,58,Dissabte,2025,1,Gener,11,17,Tarda,,,,,,2,429911.137,4587013.135,2.16002136,41.42977893
2025S000193,10,Sant Martí,71,Provençals del Poblenou,042306,Bilbao,,Dissabte,2025,1,Gener,11,10,Matí,,,1,,1,2,432901.433,4584611.258,2.19607368,41.40840144
2025S000194,7,Horta-Guinardó,35,el Guinardó,152905,Guinardó,113-133,Dilluns,2025,1,Gener,13,0,Nit,,,,1,1,1,431011.209,4585481.243,2.17336104,41.41607700
2025S000195,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,701352,Gaziel,28,Diumenge,2025,1,Gener,12,19,Tarda,,,1,,1,1,426873.416,4584881.357,2.12392648,41.41030801
2025S000196,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,710,Dissabte,2025,1,Gener,11,13,Matí,,,3,,3,3,431303.334,4583219.285,2.17711312,41.39572930
2025S000197,9,Sant Andreu,57,la Trinitat Vella,701265,Litoral (Besòs),K3,Dilluns,2025,1,Gener,13,6,Matí,,,1,,1,2,433242.764,4589139.483,2.19965682,41.44921424
2025S000198,5,Sarrià-Sant Gervasi,24,les Tres Torres,320704,Sarrià,108X-116X,Dilluns,2025,1,Gener,13,8,Matí,,,1,,1,2,427681.348,4582849.459,2.13383507,41.39208068
2025S000199,9,Sant Andreu,60,Sant Andreu,209900,Meridiana,628-630,Dilluns,2025,1,Gener,13,7,Matí,,,1,,1,2,432246.433,4588757.680,2.18777274,41.44569195
2025S000200,7,Horta-Guinardó,33,el Baix Guinardó,701917,Rovira (ascendent),0,Dilluns,2025,1,Gener,13,9,Matí,,,,,,1,430443.360,4585231.996,2.16659556,41.41378315
2025S000201,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,144601,Diagonal,89,Dilluns,2025,1,Gener,13,11,Matí,,,1,,1,2,433702.982,4584528.174,2.20567205,41.40771967
2025S000202,6,Gràcia,31,la Vila de Gràcia,206403,Gran de Gràcia,118,Diumenge,2025,1,Gener,12,21,Tarda,,,1,,1,2,429373.256,4583850.799,2.15395384,41.40124983
2025S000203,2,Eixample,9,la Nova Esquerra de l'Eixample,054509,Calàbria,101,Diumenge,2025,1,Gener,12,14,Tarda,Desobeir el senyal del semàfor,,1,,1,1,429408.734,4581473.023,2.15465550,41.37983714
2025S000204,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,030500,Badajoz,173-175,Dilluns,2025,1,Gener,13,14,Tarda,,,1,,1,2,432300.339,4584050.972,2.18894528,41.40330467
2025S000205,2,Eixample,7,la Dreta de l'Eixample,305100,Sant Joan,89,Diumenge,2025,1,Gener,12,21,Tarda,,,1,,1,2,430746.339,4583524.292,2.17041600,41.39842860
2025S000206,10,Sant Martí,67,la Vila Olímpica del Poblenou,701265,Litoral (Besòs),K85,Dilluns,2025,1,Gener,13,15,Tarda,,,3,,3,3,433054.616,4582474.246,2.19814270,41.38916670
2025S000207,3,Sants-Montjuïc,13,la Marina de Port,012600,Alts Forns,,Dilluns,2025,1,Gener,13,15,Tarda,,,1,,1,2,428188.512,4579099.978,2.14034529,41.35835589
2025S000208,4,Les Corts,21,Pedralbes,359200,Pedralbes,12,Dilluns,2025,1,Gener,13,14,Tarda,,,1,,1,2,426600.229,4582486.403,2.12094871,41.38871280
2025S000209,2,Eixample,7,la Dreta de l'Eixample,018505,Aragó,,Diumenge,2025,1,Gener,12,22,Nit,,,1,,1,3,430403.064,4582955.169,2.16637539,41.39327304
2025S000210,2,Eixample,7,la Dreta de l'Eixample,305100,Sant Joan,101,Dilluns,2025,1,Gener,13,20,Tarda,,,1,,1,2,430640.451,4583633.121,2.16913695,41.39939966
2025S000211,6,Gràcia,28,Vallcarca i els Penitents,158107,Vallcarca,,Dilluns,2025,1,Gener,13,19,Tarda,,,1,,1,2,428634.486,4585028.124,2.14497783,41.41178827
2025S000212,2,Eixample,8,l'Antiga Esquerra de l'Eixample,018505,Aragó,,Dilluns,2025,1,Gener,13,15,Tarda,,,1,,1,2,430022.751,4582583.058,2.16186966,41.38988853
2025S000213,2,Eixample,6,la Sagrada Família,289105,Rosselló,458,Dilluns,2025,1,Gener,13,18,Tarda,,,1,,1,2,431257.847,4584529.234,2.17642022,41.40752372
2025S000214,7,Horta-Guinardó,37,el Carmel,230000,Mare de Déu del Coll,,Dissabte,2025,1,Gener,11,13,Matí,,,2,,2,2,429169.724,4586381.082,2.15122283,41.42402120
2025S000215,4,Les Corts,19,les Corts,701433,Mig (Ascendent),K31,Dimarts,2025,1,Gener,14,8,Matí,,,1,,1,2,427297.478,4582844.778,2.12924447,41.39200389
2025S000216,9,Sant Andreu,59,el Bon Pastor,701497,B-10 (Llobregat),K16,Dilluns,2025,1,Gener,13,11,Matí,,,1,,1,2,433929.194,4588090.408,2.20798883,41.43982238
2025S000217,3,Sants-Montjuïc,11,el Poble Sec,701266,Litoral (Llobregat),E21,Dilluns,2025,1,Gener,13,14,Tarda,,,2,,2,2,430808.328,4579990.000,2.17156129,41.36660160
2025S000218,2,Eixample,7,la Dreta de l'Eixample,305100,Sant Joan,110,Dilluns,2025,1,Gener,13,11,Matí,,,1,,1,2,430652.331,4583695.063,2.16927197,41.39995857
2025S000219,7,Horta-Guinardó,38,la Teixonera,700823,Coll i Alentorn,,Dimarts,2025,1,Gener,14,9,Matí,,,1,,1,2,428427.450,4586473.164,2.14232979,41.42478473
2025S000220,5,Sarrià-Sant Gervasi,23,Sarrià,701502,B-20 (Besòs),K72,Dilluns,2025,1,Gener,13,9,Matí,,,1,,1,2,426194.650,4584068.940,2.11590519,41.40292887
2025S000221,7,Horta-Guinardó,37,el Carmel,320307,Santuari,95-97,Dimarts,2025,1,Gener,14,12,Matí,,,1,,1,2,429441.860,4585988.648,2.15452505,41.42051067
2025S000222,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,030500,Badajoz,,Dilluns,2025,1,Gener,13,16,Tarda,,,1,,1,2,432516.422,4583854.497,2.19155208,41.40155325
2025S000223,2,Eixample,5,el Fort Pienc,197302,Marina,155,Dilluns,2025,1,Gener,13,15,Tarda,,,,1,1,1,431697.957,4583507.945,2.18180064,41.39836281
2025S000224,3,Sants-Montjuïc,12,la Marina del Prat Vermell,374703,Número 50 Zona Franca,,Dimarts,2025,1,Gener,14,14,Tarda,,,1,,1,1,425917.801,4576746.510,2.11348862,41.33695326
2025S000225,9,Sant Andreu,58,Baró de Viver,314100,Santa Coloma,,Dimarts,2025,1,Gener,14,15,Tarda,,,1,,1,2,433292.467,4589076.697,2.20025875,41.44865288
2025S000226,1,Ciutat Vella,2,el Barri Gòtic,106205,Duc de Medinaceli,1,Dimarts,2025,1,Gener,14,10,Matí,,,1,,1,2,431409.327,4581305.441,2.17859772,41.37850089
2025S000227,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,302000,Sant Gervasi,,Dimarts,2025,1,Gener,14,15,Tarda,,,1,,1,2,427970.870,4584863.311,2.13705806,41.41024464
2025S000228,4,Les Corts,20,la Maternitat i Sant Ramon,701434,Mig (Descendent),K17,Dimarts,2025,1,Gener,14,13,Matí,,,1,,1,2,427237.071,4581573.542,2.12867475,41.38054890
2025S000229,10,Sant Martí,71,Provençals del Poblenou,169409,Corts Catalanes,,Dimarts,2025,1,Gener,14,19,Tarda,,,1,,1,2,433372.349,4585277.855,2.20163399,41.41444450
2025S000230,2,Eixample,9,la Nova Esquerra de l'Eixample,350308,València,69,Divendres,2025,1,Gener,10,9,Matí,,,,1,1,1,429029.271,4581813.941,2.15007793,41.38287427
2025S000231,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,433,Dimarts,2025,1,Gener,14,12,Matí,,,1,,1,2,429275.867,4581307.903,2.15308595,41.37833828
2025S000232,8,Nou Barris,45,Porta,282650,Rio de Janeiro,51,Dimarts,2025,1,Gener,14,16,Tarda,,,1,,1,2,431558.720,4587608.090,2.17967098,41.43527963
2025S000233,2,Eixample,6,la Sagrada Família,350308,València,,Dimarts,2025,1,Gener,14,17,Tarda,,,,,,2,431074.797,4583801.691,2.17431325,41.40095528
2025S000234,2,Eixample,8,l'Antiga Esquerra de l'Eixample,018505,Aragó,187,Dimarts,2025,1,Gener,14,16,Tarda,,,1,,1,2,429748.983,4582339.334,2.15862371,41.38766952
2025S000235,2,Eixample,7,la Dreta de l'Eixample,018505,Aragó,354-356,Dimarts,2025,1,Gener,14,20,Tarda,Desobeir el senyal del semàfor,,1,,1,1,430818.261,4583342.248,2.17129711,41.39679518
2025S000236,2,Eixample,10,Sant Antoni,349706,Comte d'Urgell,1,Diumenge,2025,1,Gener,12,7,Matí,,,1,,1,2,429999.716,4581436.123,2.16172674,41.37955644
2025S000237,7,Horta-Guinardó,37,el Carmel,067103,Carmel,68-72,Dissabte,2025,1,Gener,11,10,Matí,,,,,,2,429733.309,4586319.550,2.15797391,41.42351653
2025S000238,2,Eixample,9,la Nova Esquerra de l'Eixample,268003,Provença,56,Dilluns,2025,1,Gener,13,10,Matí,,,1,,1,2,428718.393,4581851.569,2.14635585,41.38318567
2025S000239,9,Sant Andreu,63,Navas,115603,Espronceda,,Dimecres,2025,1,Gener,15,7,Matí,,,1,,1,2,432147.095,4585756.377,2.18692076,41.41865182
2025S000240,3,Sants-Montjuïc,18,Sants,701433,Mig (Ascendent),K14,Dimecres,2025,1,Gener,15,7,Matí,,,2,,2,2,427334.300,4581216.555,2.12988025,41.37734245
2025S000241,2,Eixample,7,la Dreta de l'Eixample,289105,Rosselló,210,Dilluns,2025,1,Gener,13,12,Matí,,,,,,5,429705.728,4583007.417,2.15802882,41.39368293
2025S000242,2,Eixample,10,Sant Antoni,323203,Sepúlveda,163,Dilluns,2025,1,Gener,13,15,Tarda,,,1,,1,2,430002.121,4581790.397,2.16171456,41.38274749
2025S000243,2,Eixample,7,la Dreta de l'Eixample,247659,Pau Claris,148,Dilluns,2025,1,Gener,13,12,Matí,,,1,,1,2,430338.145,4583039.462,2.16558921,41.39402661
2025S000244,5,Sarrià-Sant Gervasi,23,Sarrià,026707,Artós,0,Dimarts,2025,1,Gener,14,9,Matí,,,,,,1,427025.792,4583203.618,2.12595179,41.39521120
2025S000245,2,Eixample,9,la Nova Esquerra de l'Eixample,162002,Josep Tarradellas,68,Dimecres,2025,1,Gener,15,9,Matí,,,1,,1,1,428446.995,4582227.654,2.14306586,41.38654883
2025S000246,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,175900,Laforja,,Dimecres,2025,1,Gener,15,11,Matí,Desobeir altres senyals,,1,,1,2,428978.994,4583580.008,2.14926949,41.39877617
2025S000247,7,Horta-Guinardó,43,Horta,179901,Lisboa,,Dimecres,2025,1,Gener,15,11,Matí,,,1,,1,1,429719.390,4586958.325,2.15773306,41.42926851
2025S000248,7,Horta-Guinardó,40,Montbau,352507,Vall d'Hebron,119-129,Dimecres,2025,1,Gener,15,10,Matí,,,,1,1,1,428523.771,4586830.802,2.14344009,41.42801440
2025S000249,2,Eixample,5,el Fort Pienc,028305,Ausiàs Marc,,Dimarts,2025,1,Gener,14,11,Matí,,,1,,1,2,431655.511,4583204.887,2.18132714,41.39562964
2025S000250,4,Les Corts,20,la Maternitat i Sant Ramon,343903,Corts,39,Dimecres,2025,1,Gener,15,13,Matí,,,1,,1,2,426547.500,4581239.979,2.12046927,41.37748195
2025S000251,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,030409,Bac de Roda,,Dimecres,2025,1,Gener,15,9,Matí,,,1,,1,2,433936.905,4584121.589,2.20851494,41.40407693
2025S000252,10,Sant Martí,64,el Camp de l'Arpa del Clot,350308,València,591,Dimecres,2025,1,Gener,15,13,Matí,,,2,,2,2,431963.905,4584684.634,2.18484944,41.40898346
2025S000253,2,Eixample,8,l'Antiga Esquerra de l'Eixample,350308,València,138,Dijous,2025,1,Gener,23,16,Tarda,,,1,,1,2,429375.986,4582122.839,2.15418812,41.38568694
2025S000254,2,Eixample,8,l'Antiga Esquerra de l'Eixample,169409,Corts Catalanes,585,Dimecres,2025,1,Gener,15,14,Tarda,,,1,,1,2,430197.259,4582210.358,2.16399973,41.38654691
2025S000255,4,Les Corts,21,Pedralbes,701502,B-20 (Besòs),K49,Dimecres,2025,1,Gener,15,16,Tarda,,,2,,2,4,425157.154,4582015.997,2.10374839,41.38434302
2025S000256,1,Ciutat Vella,1,el Raval,368100,Guifré,,Dimecres,2025,1,Gener,15,16,Tarda,,,1,,1,1,430352.425,4581614.925,2.16592388,41.38119749
2025S000257,3,Sants-Montjuïc,11,el Poble Sec,198702,Francesc Ferrer i Guàrdia,7,Dimecres,2025,1,Gener,15,20,Tarda,,,1,,1,2,428989.757,4580474.504,2.14976241,41.37080691
2025S000258,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,302000,Sant Gervasi,78,Dimecres,2025,1,Gener,15,17,Tarda,,,1,,1,1,428063.015,4585129.243,2.13812882,41.41264803
2025S000259,7,Horta-Guinardó,39,Sant Genís dels Agudells,352507,Vall d'Hebron,,Dimecres,2025,1,Gener,15,18,Tarda,,,1,,1,2,428380.200,4586368.619,2.14177677,41.42383892
2025S000260,6,Gràcia,31,la Vila de Gràcia,310802,Sant Salvador,,Dimecres,2025,1,Gener,15,20,Tarda,Desobeir altres senyals,,1,,1,2,429621.915,4584689.007,2.15683078,41.40882108
2025S000261,2,Eixample,6,la Sagrada Família,350308,València,459-461,Dimecres,2025,1,Gener,15,20,Tarda,,,1,,1,1,431336.760,4584073.843,2.17741597,41.40342890
2025S000262,10,Sant Martí,70,el Besòs i el Maresme,700892,Garcia Fària,,Dimecres,2025,1,Gener,15,18,Tarda,,,1,,1,2,434760.326,4584428.458,2.21833214,41.40690811
2025S000263,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,701498,B-10 (Besòs),K68,Dimecres,2025,1,Gener,15,23,Nit,,,3,,3,4,434167.407,4583754.912,2.21131226,41.40079327
2025S000264,4,Les Corts,21,Pedralbes,062507,Capità Arenas,,Dimecres,2025,1,Gener,15,19,Tarda,,,3,,3,2,427041.278,4582621.444,2.12620719,41.38996921
2025S000265,4,Les Corts,21,Pedralbes,144601,Diagonal,686,Dimecres,2025,1,Gener,15,15,Tarda,,,2,,2,2,426384.769,4582244.894,2.11840127,41.38651793
2025S000266,6,Gràcia,28,Vallcarca i els Penitents,701502,B-20 (Besòs),K100,Dimecres,2025,1,Gener,15,18,Tarda,,,1,,1,2,428198.703,4585892.995,2.13966148,41.41953897
2025S000267,9,Sant Andreu,63,Navas,209900,Meridiana,212,Dimecres,2025,1,Gener,15,11,Matí,,,1,,1,2,432168.727,4585376.562,2.18722221,41.41523277
2025S000268,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,143904,General Mitre,76X,Divendres,2025,2,Febrer,7,19,Tarda,,,1,,1,2,427681.983,4583578.125,2.13375559,41.39864354
2025S000269,4,Les Corts,21,Pedralbes,169023,Jordi Girona,28,Dimecres,2025,1,Gener,15,21,Tarda,,,1,,1,1,426253.961,4582494.323,2.11680654,41.38875244
2025S000270,5,Sarrià-Sant Gervasi,24,les Tres Torres,139805,Ganduxer,,Dijous,2025,1,Gener,16,10,Matí,Altres,,,1,1,1,427424.032,4584165.910,2.13059963,41.40391422
2025S000271,8,Nou Barris,49,Canyelles,701501,B-20 (Llobregat),K140,Dijous,2025,1,Gener,16,10,Matí,,,1,,1,2,430808.390,4588463.431,2.17059283,41.44291903
2025S000272,3,Sants-Montjuïc,15,Hostafrancs,114000,Espanya,6-8,Dijous,2025,1,Gener,16,11,Matí,,,1,,1,2,428875.861,4580985.946,2.14834058,41.37540324
2025S000273,7,Horta-Guinardó,35,el Guinardó,365702,Mare de Déu de Montserrat,89-103,Dimecres,2025,1,Gener,15,19,Tarda,Altres,,1,,1,1,430529.797,4585444.552,2.16760530,41.41570504
2025S000274,9,Sant Andreu,59,el Bon Pastor,080101,Ciutat d'Asunción,34-36,Dijous,2025,1,Gener,16,12,Matí,,,1,,1,2,433275.459,4588288.593,2.20014226,41.44155327
2025S000275,7,Horta-Guinardó,39,Sant Genís dels Agudells,352507,Vall d'Hebron,,Dimecres,2025,1,Gener,15,19,Tarda,,,2,,2,2,428242.582,4585999.860,2.14017381,41.42050538
2025S000276,9,Sant Andreu,59,el Bon Pastor,264308,Potosí,2,Dijous,2025,1,Gener,16,14,Tarda,,,3,,3,2,433283.080,4588420.845,2.20021887,41.44274505
2025S000277,2,Eixample,10,Sant Antoni,192502,Manso,,Dijous,2025,1,Gener,16,15,Tarda,,,1,,1,1,430025.483,4581238.040,2.16205775,41.37777462
2025S000278,8,Nou Barris,44,Vilapicina i la Torre Llobeta,194406,Maragall,,Dijous,2025,1,Gener,16,20,Tarda,,,1,,1,2,430275.956,4586798.044,2.16441205,41.42787345
